도서관 일련번호,도서관명,구 코드,구명,주소,정기 휴관일,전화번호
511,천연뜨란채문고,14,서대문구,"서울특별시 서대문구 독립문로8길 54, 107동 관리동 ",매주 일요일,02-365-2800
495,충현동알음알음작은도서관,14,서대문구,서울특별시 서대문구 경기대로 40 2층 충현동자치회관 1층,"일요일, 공휴일",02-330-8164
516,하늘샘어린이도서관,14,서대문구,서울특별시 서대문구 가좌로 154 서부제일교회,월요일,070-4060-0617
2091,하뜰안도서관,14,서대문구,서울특별시 서대문구 가재울로 13 성은교회 1층,휴관중,02-309-6477
500,햇살작은도서관,14,서대문구,서울특별시 서대문구 세검정로1길 45 홍은1동자치회관,"토,일요일,공휴일",02-330-8461
501,행복작은도서관,14,서대문구,서울특별시 서대문구 모래내로 334 홍은2동주민센터 구청제4별관 3층,"토,일요일,공휴일",02-330-8788
2489,홍은2동논골작은도서관,14,서대문구,"서울특별시 서대문구 연희로41가길 33 청년미래공동체주택 101동, 102호, B01호","토,일요일,공휴일",02-391-8789
1072,홍은도담도서관,14,서대문구,서울특별시 서대문구 홍은중앙로 129,매주 금요일,02-360-8640
497,홍제1동새싹작은도서관,14,서대문구,서울특별시 서대문구 통일로27길 19 2층,"일요일, 공휴일",02-330-8663
498,홍제2동꿈이있는작은도서관,14,서대문구,서울특별시 서대문구 통일로34길 27 2층,"토,일요일, 공휴일",02-330-8453
499,홍제3동문화촌어린이작은도서관,14,서대문구,서울특별시 서대문구 세검정로4길 32 홍제3동주민센터 2층,"일요일, 공휴일",02-330-8991
2098,홍제천작은도서관,14,서대문구,서울특별시 서대문구 통일로 510 북한산더샵상가 지하1층 214호 ,"토, 일요일",
1806,SC제일은행도서실,15,중구,"서울특별시 중구 남대문로 42, SC제일은행 제일지점 3층 SC러닝센터 도서실","토요일, 일요일, 법정공휴일",02-779-6586
85,가온도서관,15,중구,서울특별시 중구 동호로14길 18,매주월요일 및 법정 공휴일(일요일제외),02.2230-2921
2611,공간종합건축사사무소 자료실,15,중구,서울특별시 중구 퇴계로36가길 104,,02-763-0771
1419,광희동작은도서관,15,중구,서울특별시 중구 퇴계로 303-9 광희동주민센터 2층 ,"일,법정공휴일",02-2261-3002
1821,국가인권위원회인권도서관,15,중구,서울특별시 중구 삼일대로 340 나라키움 저동빌딩 11층,"토?일요일, 법정공휴일",02-2125-9680~3
1822,국립극장공연예술자료실,15,중구,"서울특별시 중구 장충단로 59 국립극장 공연예술박물관 1층(공연예술자료실 1), 해오름극장 4층(공연예술자료실 2)","월요일, 1월 1일(공연예술자료실 1) 토요일, 법정공휴일(공연예술자료실 2)","02-2280-5827(자료실1), 4025~6(자료실 2)"
1818,국립중앙의료원의학정보실,15,중구,서울특별시 중구 을지로 245,"토?일요일, 법정공휴일",02-2260-7055
2612,남산타운어린이도서관,15,중구,서울특별시 중구 다산로 32,"2.4주 일요일, 1.3.5주 월요일, 법정공휴일",02-2230-2941
1815,농협중앙회도서실,15,중구,서울특별시 중구 새문안로 16 농협중앙회 3층 도서실,"토요일, 일요일, 법정공휴일",02-2080-6137
2613,다산동작은도서관,15,중구,서울특별시 중구 동호로12길 89  ,"일,법정공휴일",02-2237-5893
2716,다산성곽도서관,15,중구,서울특별시 중구 동호로17길 173,매주월요일 및 법정 공휴일(일요일제외),02-2230-2965
1834,대한상공회의소자료실,15,중구,서울특별시 중구 세종대로 39 상공회의소 회관 내,"토요일, 일요일, 법정공휴일",02-6050-3449
2614,덕수궁 롯데캐슬아파트 작은도서관,15,중구,서울특별시 중구 서소문로9길 28 덕수궁 롯데캐슬 2층,"토,일,법정공휴일",02-779-8434
2615,동산작은도서관,15,중구,서울특별시 중구 다산로24길 73 재건동산교회 ,,02-2234-0590
2616,동화동작은도서관,15,중구,서울특별시 중구 다산로36길 100 동화동주민센터 3층 ,"일,법정공휴일",02-2233-2626
1911,디자인하우스(주)자료실,15,중구,서울특별시 중구 동호로 310 태광빌딩 (주)디자인하우스,"토요일, 일요일, 법정공휴일",02-2262-7379
1686,북소리,15,중구,서울특별시 중구 수표로 27 중부경찰서 1층 ,없음,02-3396-9124
1823,생명윤리정책전문도서관,15,중구,서울특별시 중구 남대문로 113(다동) 동부다동빌딩 5층 생명윤리정책 전문도서관,"토요일, 일요일, 공휴일",02-2100-6008
86,서울도서관,15,중구,서울특별시 중구 세종대로 110 태평로1가,월요일 및 법정공휴일,02-2133-0300
1812,서울문화예술교육지원센터예술교육정보자료관,15,중구,서울특별시 중구 소파로 138 남산예술교육센터 예술교육관,"토요일, 일요일, 법정공휴일",02-758-2036
91,서울시립미술관자료실,15,중구,서울특별시 중구 덕수궁길 61,"일요일, 월요일, 법정공휴일",02-2124-8927
1912,서울신문정보행정팀,15,중구,서울특별시 중구 세종대로 124 (태평로1가),"토요일, 일요일, 법정공휴일",02-2000-9274
2617,서울역센트럴자이아파트 작은도서관,15,중구,"서울특별시 중구 만리재로 175, 서울역센트럴자이아파트 ","토,일,법정공휴일",02-362-9951
1811,서울청소년수련관도서실,15,중구,서울특별시 중구 을지로11길 23 서울청소년수련관 8층,마주막주 월요일,070-4268-4352
1836,서울특별시교육연구정보원문헌정보실,15,중구,서울특별시 중구 소파로 46 서울특별시교육연구정보원 9층,"토요일, 일요일, 법정공휴일",02-3111-224
1820,서울특별시의회전문도서관,15,중구,서울특별시 중구 덕수궁길 15 서울시의원회관 4층,"토요일, 공휴일",02-3705-1426~7
2768,손기정문화도서관,15,중구,서울특별시 중구 손기정로 101-3,매주월요일 및 법정 공휴일(일요일제외),02-2230-2950
2618,손기정어린이도서관,15,중구,서울특별시 중구 손기정로 101,매주 월요일 및 법정공휴일(일요일 제외),02-2230-2945
819,손기정작은도서관,15,중구,서울특별시 중구 손기정로 101 손기정공원 손기정문화체육센터 ,"월,법정공휴일",02-2280-8455
2619,신당5동작은도서관,15,중구,서울특별시 중구 퇴계로 90길 42 경로당 2층 ,"일,법정공휴일",02-2253-4901
2715,신당누리도서관,15,중구,서울특별시 중구 다산로 33길 3 1층 ,"매주일요일, 법정공휴일, 임시공휴일",02-2230-2960
2620,신당동작은도서관,15,중구,"서울특별시 중구 다산로 29길 10 신당1동 노인복지관 2,3층 ","일,법정공휴일",02-2254-1212
2621,약수동작은도서관,15,중구,서울특별시 중구 동호로5길 19 중구 청소년수련관 1층  ,"일,법정공휴일",02-2232-8324
821,어린이도서관느티나무,15,중구,서울특별시 중구 다산로 75 다니엘빌딩 2층 ,"일,법정공휴일",02-3298-0918
923,어울림도서관,15,중구,서울특별시 중구 다산로38길 66-35,매주월요일 및 법정 공휴일(일요일제외),02-2230-2901
1808,인제대학교서울백병원의학도서실,15,중구,서울특별시 중구 마른내로 9 인제대학교 서울백병원 P동 5층 의학도서실,"토?일요일, 법정 공휴일",02-2270-0905
822,정동어린이도서관하늘씨앗,15,중구,서울특별시 중구 정동길 46 정동제일교회 내,"월,금요일",02-776-8762
2622,정림건축종합건축사사무소 도서자료실,15,중구,서울특별시 중구 세종대로12길 12,,02-708-8600
1813,제일병원의학도서실,15,중구,서울특별시 중구 서애로1길 17 제일병원 본관 지하 2층,"토?일요일, 법정공휴일",02-2000-7408
2623,주한영국문화원 도서실,15,중구,서울특별시 중구 서소문로11길 19,,02-3701-0602
1810,주한프랑스문화원미디어도서관,15,중구,서울특별시 중구 칠패로 42 우리빌딩 18층,"일요일, 공휴일",02-317-8565
820,중구청작은도서관,15,중구,서울특별시 중구 창경궁로 17 중구청 별관4층 1층,"토,일,법정공휴일",02-3396-4003
1809,중국복음선교회애화도서관,15,중구,서울특별시 중구 정동길 8 중국복음교회 애화도서관,"월요일, 공휴일",02-2778-3626
2624,청구동작은도서관,15,중구,서울특별시 중구 다산로24가길 23 동산 공영주차장 문화마당 1층 ,"일,법정공휴일",02-2234-8771
2625,필동작은도서관,15,중구,서울특별시 중구 필동로 11 구립 경로당 3층 ,"일,법정공휴일",02-2266-4005
1910,한경직목사기념도서관,15,중구,서울특별시 중구 수표로 33,"매주 월요일, 법정공휴일",02-2280-0293
1816,한국교육과정평가원자료실,15,중구,서울특별시 중구 정동길 21-15 정동빌딩 335호,"토?일요일, 법정공휴일, 개원기념일(8월 21일)",02-3704-3705
1807,한국교회사연구소도서관,15,중구,서울특별시 중구 삼일대로 330 평화빌딩 3~4층,"토요일, 일요일, 법정공휴일",02-756-1691(401)
69,한국학생공공도서관대학문화원(구한국학생도서관),15,중구,서울특별시 중구 동호로27길 30,"설, 추석연휴",02-2275-0753
2626,황학동작은도서관,15,중구,서울특별시 중구 난계로 11길 52 황학동 주민센터 3층 ,"일,법정공휴일",02-2233-3253
1418,회현동작은도서관,15,중구,서울특별시 중구 퇴계로 8길 46 회현동주민센터 2층 ,"토,일,법정공휴일",02-3396-6558
2587,Book Bridge 작은 도서관,16,은평구,"서울특별시 은평구 통일로 590, B동 204호 ","매주 토요일, 일요일",010-4264-****
730,고리마루작은도서관,16,은평구,서울특별시 은평구 갈현로 301(갈현1동청사및문화의집) 갈현1동 주민센터,"토, 일, 법정공휴일",02-351-5116
1842,구산동도서관마을,16,은평구,서울특별시 은평구 연서로 13길 29-23,"매주 월요일, 법정공휴일",02-357-0100
2696,그루터기작은도서관,16,은평구,"서울특별시 은평구 은평로10길 17, 2층","매주 토요일, 일요일",
1454,꿈꾸는i작은도서관,16,은평구,서울특별시 은평구 진관3로 46 은평제일교회,매주 일요일,02-353-2829
1469,꿈꾸는작은도서관,16,은평구,서울특별시 은평구 진흥로 1길 17 지하 1층 ,일요일,070-7518-2148
2172,꿈담은작은도서관,16,은평구,서울특별시 은평구 연서로 41길 4(지층) ,일요일,
2588,꿈마루 작은 도서관,16,은평구,서울특별시 은평구 진흥로 5길 19 ,"매주 월, 토, 일",
1676,꿈샘도서관,16,은평구,서울특별시 은평구 응암로 20길 24 ,월요일,02-376-9191
1455,꿈지락작은도서관,16,은평구,서울특별시 은평구 진관1로 77-8 은평뉴타운폭포동아파트 402동 1층 ,"토요일, 일요일",
2115,나누리작은도서관,16,은평구,"서울특별시 은평구 진관1로 55, (진관동, 은평뉴타운 마고정)","토, 일요일, 법정공휴일",
2113,내를건너서숲으로도서관,16,은평구,서울특별시 은평구 증산로17길 50,"매주 월요일, 법정공휴일",02-307-6701~2
1933,녹번만화도서관,16,은평구,서울특별시 은평구 은평로 245 은평소방서 옆,매주 월요일,02-356-1676
1677,다니엘작은도서관,16,은평구,서울특별시 은평구 연서로 41길 13-3 부림교회 부림교회,"토,일,법정공휴일",02-385-0664
2589,다섯콩작은도서관,16,은평구,서울특별시 은평구 서오릉로4길 10 성암교회교육관 2층 성암비전센터 2층 다섯콩도서관,월요일,02-384-1184
39,대조꿈나무어린이도서관,16,은평구,서울특별시 은평구 연서로20길 24-6,"일요일, 법정공휴일",02-382-3959
749,대조제일교회꿈꾸는도서관,16,은평구,서울특별시 은평구 역말로10가길 22-12 ,"월, 토, 법정공휴일",02-386-6680
2116,두근두근작은도서관,16,은평구,"서울특별시 은평구 진관2로 90, (진관동, 은평뉴타운 마고정) 마고정3단지아파트 314동 지층문고","토,일요일, 법정공휴일",070-7325-1307
778,두드림도서관,16,은평구,서울특별시 은평구 진관3로 15-35 은평뉴타운구파발아파트 1001동 1층 ,"토, 일, 법정공휴일",02-358-9559
777,래미안푸른숲도서관,16,은평구,"서울특별시 은평구 진관3로 77, 1층(은평뉴타운구파발아파트) 924동 1층","토, 일, 법정공휴일",070-8800-8557
2695,롯데캐슬문고,16,은평구,"서울특별시 은평구 진관3로 70, 830동 1층(1지구)","매주 토요일, 일요일",
1368,마고정작은도서관,16,은평구,"서울특별시 은평구 진관2로 60, 335동 1층 관리소 334동",없음,02-353-1346
735,매바위북카페,16,은평구,서울특별시 은평구 백련산로 100 응암2동주민센터 ,"토,일,법정공휴일",02-351-5245
2121,모퉁이작은도서관,16,은평구,"서울특별시 은평구 진관4로 48-51, (진관동, 은평뉴타운상림마을) 730동 1층","토,일,법정공휴일",02-351-3995
748,무지개영어도서관,16,은평구,서울특별시 은평구 서오릉로21길11 ,"평일, 토요일",02-383-4880
2590,물빛마을작은도서관,16,은평구,서울특별시 은평구 은평터널로 48 은평종합사회복지관 4층 4층,"토,일,법정공휴일",02-307-1181
768,물푸레작은도서관,16,은평구,"서울특별시 은평구 진관4로 48-51, 742동(은평뉴타운상림마을) 1층 ","토, 일, 법정공휴일",02-356-9410
1457,바다의별작은도서관,16,은평구,서울특별시 은평구 통일로 786 천주교불광동교회 천주교불광동교회,월요일,02-355-0545
1458,백련산힐스작은도서관,16,은평구,서울특별시 은평구 백련산로 38 백련산 힐스테이트 2차 208동 1층 208동 지하1층,없음,02-302-0950
2591,북한산힐스테이1차솔숲작은도서관,16,은평구,서울특별시 은평구 불광로2길 33 북한산힐스테이트1차아파트 1110동 지하 ,법정공휴일,02-356-4620
1932,불광천작은도서관,16,은평구,서울특별시 은평구 응암동 586-10 (불광천 휴게데크 위),매주 금요일,02-308-3117
2694,비전뜰도서관,16,은평구,서울특별시 은평구 통일로92길 6,"매주 월요일, 일요일",02-388-4741
2592,사랑꿈터 작은도서관,16,은평구,서울특별시 은평구 진관4로 47 706동 1층) ,"토,일,법정공휴일",
1678,산책마을SH작은도서관,16,은평구,서울특별시 은평구 연서로 46길 7 1110동 B1,"토, 일, 법정공휴일",02-351-3677
765,상림6작은도서관,16,은평구,"서울특별시 은평구 진관4로 107,621동 1층(은평뉴타운상림마을) 621동 1층","토,일,법정공휴일",02-355-5905
1076,상림도서관,16,은평구,서울특별시 은평구 진관4로 48-25 공원관리사무실 내,"매주 월요일, 법정공휴일",02-383-7557~8
2118,상림책마루작은도서관,16,은평구,서울특별시 은평구 진관4로 17(은평뉴타운상림마을) 811동 1층 주민편의시설,"토,일요일, 법정공휴일",02-355-2281
2119,새자람작은도서관,16,은평구,"서울특별시 은평구 대서문길 36, (진관동) 116동 201호",법정공휴일,02-383-5586
1679,샘터작은도서관,16,은평구,서울특별시 은평구 진관2로 111-7(은평뉴타운우물골) 220동 지하1층 ,"매주 토요일,일요일",02-353-1572
1461,서문어린이도서관,16,은평구,서울특별시 은평구 가좌로10길 10 서문교회 ,매주 토요일,02-375-0025
1899,서영영어전문작은도서관,16,은평구,서울특별시 은평구 증산로11길 7-12 서영교회 1층,월요일 법정공휴일,02-373-7494
2123,성산작은도서관,16,은평구,서울특별시 은평구 증산서길 90(성산교회) ,"일,법정공휴일",02-305-9200
2593,솔빛도서관,16,은평구,서울특별시 연서로 487 524동 1층(3지구) ,"토,일,법정공휴일",02-358-8146
1680,수색한숲도서관,16,은평구,서울특별시 은평구 은평터널로 66 대림한숲타운아파트 제2관리사무소 관리동 1층 ,"토, 일, 법정공휴일",02-304-8684
1462,숲속향기작은도서관,16,은평구,서울특별시 은평구 연서로48길 12 은평뉴타운제각말아파트 501동 앞,없음,070-8931-8473
740,시루뫼쉼터,16,은평구,서울특별시 은평구 증산서길 89 증산동주민센터 5층 ,"토,일,법정공휴일",02-351-5395
758,신사어린이도서관,16,은평구,서울특별시 은평구 은평로 38 신사종합사회복지관 26-18,"일요일, 법정공휴일",070-4757-7026
1463,어린이도서관동네북,16,은평구,서울특별시 은평구 진흥로 174 양광비전센터 3층 ,없음,070-4652-3160
737,역마루작은도서관,16,은평구,서울특별시 은평구 연서로 59(역촌동주민센터) 역촌동 주민센터,"매주 토요일, 일요일",02-351-5329
754,영광영재도서관,16,은평구,서울특별시 은평구 갈현로7가길 10 제일영광교회,"월요일, 토요일",02-354-8091
2120,우물골작은도서관,16,은평구,서울특별시 은평구 진관2로 77(은평뉴타운우물골) 206동 1층,"일요일, 법정공휴일",02-353-1548
1466,은광교회도서관,16,은평구,서울특별시 은평구 통일로 68길 11 ,매주 월요일,02-383-2116
2594,은뜨락도서관,16,은평구,서울특별시 은평구 통일로 972,"매주 월요일, 법정공휴일",02-389-7635
38,은평구립도서관,16,은평구,서울특별시 은평구 통일로78가길 13-84,"매주 월요일, 법정공휴일",02-385-1671~4
2122,은평노인종합복지관작은도서관,16,은평구,"서울특별시 은평구 연서로 415, (진관동) 은평노인종합복지관1층","일요일, 법정공휴일",02-385-1351
767,은평뉴타운5단지문고,16,은평구,"서울특별시 은평구 진관4로 87, 629동 1층(은평뉴타운상림마을) 629동 1층(1지구)",화요일만 운영,02-355-3644
1567,은평뉴타운도서관,16,은평구,서울특별시 은평구 진관2로 111-51,"매주 금요일, 법정공휴일",02-6341-6400
766,은평뉴타운상림마을제7단지문고,16,은평구,"서울특별시 은평구 진관4로 100, 608동 1층(은평뉴타운상림마을) ","토,일,법정공휴일",02-388-5951
1470,은평어린이영어도서관,16,은평구,서울특별시 은평구 서오릉로 87(은평구평생학습관) 1층,"일요일, 법정공휴일",02-351-3674
1674,은평작은도서관,16,은평구,"서울특별시 은평구 은평로 195, (녹번동) 은평구청 1층","매주 토요일, 일요일",02-351-8461
734,응암1동은평문화의집작은도서관,16,은평구,서울특별시 은평구 백련산로 179 응암1동주민센터 ,"토,일,법정공휴일",02-351-5238
750,응암도서관,16,은평구,서울특별시 은평구 응암로16길 12-1 응암교회교육관 71-1,"월요일, 법정공휴일",02-359-6744
107,응암정보도서관,16,은평구,서울특별시 은평구 가좌로7길 15,"매주 금요일, 법정공휴일",02-308-2320~1
746,정임도서관,16,은평구,서울특별시 은평구 통일로 951 서광교회 2층 ,"월요일, 법정공휴일",02-387-0691
2076,종이책갈피작은도서관,16,은평구,서울특별시 은평구 진관3로 67 912동 1층,"토,일요일, 법정공휴일",02-353-4311~2(관리사무소)
98,증산정보도서관,16,은평구,서울특별시 은평구 증산로5길 6,"매주 금요일, 법정공휴일",02-307-6030
2124,지웰작은도서관,16,은평구,서울특별시 은평구 은평구 진관4로 78-38(진관동) 1503동 지층,"목요일, 일요일",02-353-0911
2074,지혜누리작은도서관,16,은평구,서울특별시 은평구 연서로44길 30  425동 2층,"일, 법정공휴일",02-358-5935(관리소)
1361,징검다리도서관,16,은평구,서울특별시 은평구 서오릉로 132 징검다리도서관 징검다리도서관,매주 월요일,02-359-6507
1468,책뜰에도서관,16,은평구,서울특별시 은평구 북한산로 2 은평뉴타운구파발 1023동 1층 1023동 1층,"토,일요일",02-355-6893
1683,천주교연신내성당북카페,16,은평구,서울특별시 은평구 연서로43길 6 6,"월요일, 법정공휴일",02-353-6307
1364,청소년도서관작공,16,은평구,서울특별시 은평구 통일로 817 3층,일요일,070-7657-1533
2595,청소년문화공간JU역촌동 작은도서관,16,은평구,서울특별시 은평구 역말로 14 3층 ,매주 월요일,02-382-5652
784,초록길도서관,16,은평구,"서울특별시 은평구 연서로5길 28, 102동 1층(부호아파트) 58-9호","일요일,법정공휴일",02-357-7279
1684,큰꿈도서관,16,은평구,서울특별시 은평구 진관2로 57-37(은평뉴타운우물골) 244동 지하1층,매주 일요일,02-354-1651
2114,포수마을만화도서관,16,은평구,서울특별시 은평구 응암동 114-9 ,"수요일,일요일",070-4963-5212
780,푸른작은도서관,16,은평구,서울특별시 은평구 연서로 455 제각말 537동 1층 ,"토,일,법정공휴일",02-359-1801
1360,푸른풀밭작은도서관,16,은평구,서울특별시 은평구 은평로8길 18 창원빌딩 2층 ,"매주 토요일, 일요일",070-4236-0699
1800,한국고전번역원자료실,16,은평구,서울특별시 은평구 진관1로 85,"토요일, 일요일, 공휴일",02-350-4800
1783,한국여성정책연구원자료실,16,은평구,서울특별시 은평구 진흥로 225 한국여성정책연구원 1층,"토요일, 일요일, 법정공휴일",02-3156-7195
1784,한국행정연구원정보자료실,16,은평구,서울특별시 은평구 진흥로 235,"토요일, 일요일, 법정공휴일",02-2007-0556
2596,행복 나눔 작은도서관,16,은평구,"서울특별시 은평구 갈현로31길 7, 3층 301호 ","매주 토요일, 일요일",
731,효경골마을문고,16,은평구,서울특별시 은평구 연서로27길 31-6(갈현2동주민센터) ,"토,일,법정공휴일",02-351-5125
1790,한국금융연수원도서관,17,종로구,서울특별시 종로구 삼청로 118,"토요일, 일요일, 법정공휴일",02-3700-1536
2597,(사)국민문화연구소 자료실,17,종로구,서울특별시 종로구 율곡로13가길 19-5,,02-765-7651~2
64,4.19혁명기념도서관,17,종로구,서울특별시 종로구 새문안로 17,일요일 및 법정공휴일,02-730-4190
1909,KCDF아카이브센터,17,종로구,서울특별시 종로구 인사동11길 8 KCDF갤러리,"일요일, 월요일, 법정공휴일, 창립기념일(4월 1일), 기타 원장이 필요하다고 인정하는 날",02-733-9042
65,LG상남도서관,17,종로구,서울특별시 종로구 창덕궁1길 18(원서동 136),(디지털도서관),02-708-3700
1803,강북삼성병원의학정보실,17,종로구,서울특별시 종로구 새문안로 29(평동) 강북삼성병원,법정공휴일,02-2001-2795
2697,경희궁자이3단지 작은도서관,17,종로구,서울특별시 종로구 경교장길 35 304동 지하1층,월요일,02-737-2101
2598,교보생명 정보자료실,17,종로구,서울특별시 종로구 종로 1,"토요일, 일요일, 법정공휴일",
1799,국립고궁박물관도서실,17,종로구,서울특별시 종로구 효자로 12 국립고궁박물관 도서실,"토요일, 일요일, 법정공휴일",02-3701-7531
1798,국립민속박물관자료실,17,종로구,서울특별시 종로구 삼청로 37,"토요일, 일요일, 법정공휴일",02-3704-3270
2599,국립현대미술관서울관디지털도서관,17,종로구,"서울특별시 종로구 삼청로 30, 국립현대미술관 서울관 2층","토요일, 일요일, 법정공휴일",02-3701-9563
1793,김&장법률사무소도서실,17,종로구,서울특별시 종로구 사직로8길 39 김&장법률사무소 내,"토요일, 일요일, 법정공휴일",02-3703-8592
1371,꿈꾸는평창동작은도서관,17,종로구,서울특별시 종로구 평창문화로 65 평창동주민센터 2층 ,"토,일,법정공휴일",02-2148-5140
1369,나무와열매어린이도서관,17,종로구,서울특별시 종로구 통일로 266(무악동) 2층 205호 ,일요일 및 법정 공휴일,02-736-3766
1789,대한불교조계종중앙기록관,17,종로구,서울특별시 종로구 우정국로 55,"토요일, 일요일, 법정공휴일",02-2011-1712
1413,도담도담한옥도서관,17,종로구,서울특별시 종로구 숭인동길 43  ,"화,법정공휴일",02-928-1133
794,두산아파트새마을문고,17,종로구,서울특별시 종로구 지봉로 5길 7 101동 관리실 맞은편,"월,화,목,금,토,일요일 및 법정 공휴일",02-763-2852
810,무악다솜방,17,종로구,서울특별시 종로구 통일로 14길 36 무악동주민센터2층 ,"토,일,법정공휴일",02-2148-5164
1415,삼청공원숲속도서관,17,종로구,서울특별시 종로구 북촌로 134-3 삼청공원 내 ,"월,1월1일,설,추석",02-734-3900
2764,서울공예박물관 공예도서실,17,종로구,"서울특별시 종로구 율곡로3길 4, 전시1동 1층","일요일, 월요일, 법정공휴일",02-6450-7171
1795,서울보증보험전자도서관,17,종로구,서울특별시 종로구 김상옥로 29 보증보험빌딩 5층,(전자도서관),02-3671-7519
88,서울역사박물관서울역사자료실,17,종로구,서울특별시 종로구 새문안로 55,"일요일, 법정공휴일",02-724-0259
2600,서울적십자병원 의학도서실,17,종로구,서울특별시 종로구 새문안로 9 외래본관 4층,"일요일, 법정공휴일",02-2002-8787
2601,서울지방경찰청 서경북카페(도서관),17,종로구,서울특별시 종로구 사직로8길 31 서울지방경찰청 본관 지하1층,"토요일, 일요일, 법정공휴일",02-700-6478
1801,서울특별시교육청교육정보자료실,17,종로구,서울특별시 종로구 송월길 48 서울특별시교육청 별관 1층,"토요일, 일요일, 법정공휴일",02-3999-297
4,서울특별시교육청어린이도서관,17,종로구,서울특별시 종로구 사직로9길 7,"1,3주 월요일 및 법정공휴일",02-731-2300
5,서울특별시교육청정독도서관,17,종로구,서울특별시 종로구 북촌로5길 48,"1,3주 수요일 및 법정공휴일",02-2011-5799
6,서울특별시교육청종로도서관,17,종로구,서울특별시 종로구 사직로9길 15-14,"2,4주 월요일 및 법정공휴일",02-721-0707
789,석천문화관,17,종로구,서울특별시 종로구 성균관로 17길 11 (명륜1가 4),"매주 일,월,수,금,토요일",02-762-3262
1797,세종문화회관자료실,17,종로구,서울특별시 종로구 세종대로 175 세종문화회관 세종대극장 3층,"화~수요일, 금~일요일, 공휴일",02-399-1109
1416,숭인마루작은도서관,17,종로구,서울특별시 종로구 지봉로 86 숭인1동주민센터 2층 ,"토,일,법정공휴일",02-2148-5496
1390,아름꿈도서관,17,종로구,서울특별시 종로구 종로58가길 19,"매주 일요일, 1월1일, 설연휴, 추석연휴",02-2237-6644
2602,아시아평화와역사교육연대 자료실,17,종로구,서울특별시 종로구 혜화로 35 경주이씨화수회관 305,"토요일, 일요일, 법정공휴일",02-720-4637~9
787,어린이도서관꿈과쉼,17,종로구,서울특별시 종로구 삼청로 77 삼청감리교회 내 삼청교회 내,매주 월요일,02-734-1094
2603,어린이청소년 국학도서관,17,종로구,서울특별시 종로구 명륜길 26,"매주 일요일, 1월1일, 설연휴, 추석연휴",02-747-8335~6
2604,에듀 NGO 작은도서관,17,종로구,서울특별시 종로구 대학로 19 (연지동) 704호,"매주 토요일, 일요일, 공휴일",02-742-8727
1804,여성가족부자료실,17,종로구,서울특별시 종로구 세종대로 209,"토요일, 일요일, 법정공휴일",02-2100-6057
788,예능도서관,17,종로구,서울특별시 종로구 평창문화로 81-5 예능교회 내 예능교회,휴관중,02-379-8855
1805,외교부외교정책자료실,17,종로구,서울특별시 종로구 사직로8길 60,"토요일, 일요일, 법정공휴일","02-2100-7276,7274"
1988,우리소리도서관,17,종로구,서울특별시 종로구 삼일대로 30길 47 (종로1.2.3.4가동 주민센터 4~5층),"일,1월1일,설,추석,법정공휴일",070-4550-5015
803,이화마을작은도서관,17,종로구,서울특별시 종로구 이화장길 33 이화동주민센터 2층,"일,법정공휴일",02-2148-5309
2605,작은도서관 뜰,17,종로구,"서울특별시 종로구 창경궁로 281, 3층","월요일, 법정공휴일",
786,작은도서관삼봉서랑,17,종로구,서울특별시 종로구 삼봉로 43 종로구청 본관 1층 본관1층 ,휴관중,02-2148-3932
2606,종로 수어영상 도서관,17,종로구,서울특별시 종로구 대학로3길 14 4층,"토,일,법정공휴일",02-730-5563070-7947-0028(영상전화)
814,지혜만들기작은도서관,17,종로구,"서울특별시 종로구 종로35가길 19 종로5,6가동주민센터 3층 ","토,일,법정공휴일",02-2148-5285
806,창이작은도서관,17,종로구,서울특별시 종로구 창신길62 창신2동주민센터 ,"토,일,법정공휴일",02-2148-5439
1410,청운문학도서관,17,종로구,서울특별시 종로구 자하문로36길 40,"매주 월요일, 1월1일, 설연휴, 추석연휴 ",070-4680-4032-3
800,청운효자동북카페,17,종로구,서울특별시 종로구 자하문로 92 청운효자동주민센터 2층 ,"토,일,법정공휴일",02-2148-5020
1373,청파도서관,17,종로구,서울특별시 종로구 충신길 22 11-1,"일, 월 법정공휴일",02-765-1511
785,통인어린이작은도서관,17,종로구,서울특별시 종로구 자하문로 13길 20  통인어린이작은도서관,"둘째,넷째 월요일,법정공휴일",02-739-8444
792,하늘폭포도서관,17,종로구,서울특별시 종로구 동망산길 47 ,"매주 토요일,일요일",070-8719-2525
66,학산도서관,17,종로구,서울특별시 종로구 평창 34길 11 (평창동),"일요일, 법정공휴일, 재단창립기념일(3/16)",02-396-3916
67,한국사회과학도서관,17,종로구,서울특별시 종로구 인왕산로1길 25,"토요일, 일요일, 공휴일, 근로자의 날, 기타 관장이 필요하다고 인정하는 날",02-767-9500
873,한국학생점자도서관,17,종로구,서울특별시 종로구 자하문로 131-1,"토,일,공휴일",02-880-0610
2607,한글학회 국어학전문도서관,17,종로구,서울특별시 종로구 새문안로3길 7,,02-738-2236~7
2608,현대건설 기술정보실,17,종로구,서울특별시 종로구 율곡로 75,,02-746-3012
2609,현대해상화재보험 도서실,17,종로구,서울특별시 종로구 세종대로 163,,02-3701-8109
2610,혜윰뜰 작은도서관,17,종로구,"서울특별시 종로구 통일로 246-20 무악현대아파트 104,204,304호","설연휴, 추석연휴",02-734-0422
